what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461262987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461263465
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1528461679118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461681221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461684176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461696382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461698121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461820523
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528461822591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461824400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1528461831365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461832229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1528461832245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461833891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461883278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461891696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461898457
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528461898538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461910660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461928205
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528461933795
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528461934051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461943809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528461947756
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528461955194
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528461957927
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528461976390
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528461976391
closed,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1528461976909
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528461977357
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528461978535
closed,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528461979291
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1528461980601
closed,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528461980610
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528461982818
closed,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1528461982818
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528461984848
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528461984908
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528461994998
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528462000255
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528462000305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462020105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462021242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462049562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462051588
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528462052597
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1528462054390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462054522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462055298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462055646
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1528462136149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462137516
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528462141367
opened,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528462141940
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528462142058
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528462167493
opened,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528462175743
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528462175834
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528462178994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1528462185760
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528462192709
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1528462194652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462196454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462197881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462198231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462217448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462219443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462224852
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1528462224974
opened,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1528462225503
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1528462225518
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462235556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462238782
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1528462254564
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1528462255385
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528462258066
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528462258808
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528462258880
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1528462301870
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528462317967
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1528462320548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462320699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462321606
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462321869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462327508
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1528462329159
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1528462330817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462336292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462341908
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462354871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462356961
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528462356972
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1528462358731
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462358888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462360320
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462360646
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1528462682553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462684095
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1528462685062
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1528462688231
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1528462693533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462702787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462704255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462709521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462711021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462714857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462720694
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1528462720703
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1528462722737
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462723016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462724183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462726146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462730676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462732638
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462784234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1528462784240
