what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476620920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476622047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476622267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476623122
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1547476623702
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1547476623821
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1547476623894
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1547476624964
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1547476624997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476638330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476639196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476639309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476640255
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1547476664951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1547476701516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476702150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476703135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476715650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476716940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476723891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476795382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476830972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476832130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476832332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476833206
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1547476919674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476925435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476926118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476926223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476927379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476946770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476947599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476947700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547476948700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477023108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477024094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477024208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477025235
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1547477029470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477039226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477040746
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1547477095338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477098992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477099966
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477100092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477101241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477109816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477110852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477110973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477111745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1547477120787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1547477124199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477127970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477198740
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1547477203346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477203857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477220338
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1547477227219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477228829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477229826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477229936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477230703
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1547477257230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477260836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477261572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477261670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477262673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477304453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477338099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1547477340476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477343072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477344243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477344378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477345272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477436059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477437124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477437304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477438176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477440717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477778907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477826907
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477890374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477897279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477916811
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477932538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477963286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477967969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477969060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477969560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477972468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547477979793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547478019667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547478023976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547478388940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547478391320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547479119225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547479121131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480499130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480503457
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480505169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480507689
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480512559
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1547480514896
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1547480515061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480518667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1547480543353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480551118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480556466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547480574305
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1547480575158
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1547480575198
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1547480626525
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1547480668611
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1547480679346
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1547480746181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1547480762503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1547480763704
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1547481121799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1547481201348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1547481201988
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1547481291671
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1547481347730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547481365915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547481367506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547481367677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547481368435
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1547481370861
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1547481376553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547481391517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1547481391531
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1547481398967
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1547481399202
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1547481402203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1547481406196
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1547481410810
